team,season,week,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points
NYG,2022,15,59,291,1,2,2,14
NYG,2022,16,67,460,2,1,3,22
NYG,2022,17,61,394,4,5,1,32
NYG,2022,18,64,297,2,1,1,16
NYG,2023,1,65,218,2,0,1,15
NYG,2023,2,67,448,4,4,1,31
NYG,2023,3,47,166,1,0,2,12
NYG,2023,4,74,315,1,0,1,9
NYG,2023,5,68,290,0,1,3,10
NYG,2023,6,71,332,0,0,3,9
NYG,2023,7,62,389,2,2,0,14
NYG,2023,8,70,210,1,1,1,10
NYG,2023,9,63,323,1,0,0,6
NYG,2023,10,54,198,2,2,1,17
NYG,2023,11,54,337,3,4,1,25
NYG,2023,12,49,250,1,1,1,10
NYG,2023,14,54,368,3,3,1,24
NYG,2023,15,60,250,0,0,2,6
NYG,2023,16,58,294,2,2,1,17
NYG,2023,17,67,424,2,1,2,19
NYG,2023,18,66,420,3,3,2,27
NYJ,2012,1,62,384,4,6,2,36
NYJ,2012,2,51,228,1,1,1,10
NYJ,2012,3,79,399,1,2,3,17
NYJ,2012,4,50,157,1,0,0,6
NYJ,2012,5,58,299,2,2,1,17
NYJ,2012,6,63,358,5,5,0,35
NYJ,2012,7,78,434,2,2,4,26
NYJ,2012,8,80,388,2,0,1,15
NYJ,2012,10,50,216,0,1,0,1
NYJ,2012,11,63,303,3,3,2,27
NYJ,2012,12,66,420,4,2,1,29
NYJ,2012,13,74,303,1,1,0,7
NYJ,2012,14,61,278,2,2,1,17
NYJ,2012,15,63,277,1,1,1,10
NYJ,2012,16,59,296,3,2,1,23
NYJ,2012,17,71,339,1,0,3,15
NYJ,2013,1,72,346,1,1,3,16
NYJ,2013,2,71,343,1,1,1,10
NYJ,2013,3,70,513,3,3,2,27
NYJ,2013,4,62,380,2,1,2,19
NYJ,2013,5,46,317,3,3,3,30
NYJ,2013,6,57,284,0,0,2,6
NYJ,2013,7,88,411,3,3,3,30
NYJ,2013,8,65,269,2,0,3,21
NYJ,2013,9,57,339,2,2,4,26
NYJ,2013,11,56,297,3,2,0,20
NYJ,2013,12,55,242,0,0,1,3
NYJ,2013,13,54,207,0,0,1,3
NYJ,2013,14,58,362,3,4,3,31
NYJ,2013,15,60,324,3,2,2,26
NYJ,2013,16,73,423,3,3,1,24
NYJ,2013,17,67,377,2,2,2,20
NYJ,2014,1,64,435,2,1,2,19
NYJ,2014,2,70,287,3,3,1,24
NYJ,2014,3,72,430,2,1,4,25
NYJ,2014,4,62,341,2,2,1,17
NYJ,2014,6,62,221,3,2,1,23
NYJ,2014,7,80,444,2,1,4,25
NYJ,2014,8,80,333,3,2,1,23
NYJ,2014,9,69,374,1,1,1,10
NYJ,2014,10,55,285,2,2,2,20
NYJ,2014,12,57,257,1,0,1,9
NYJ,2014,13,64,342,1,1,2,13
NYJ,2014,14,74,422,2,1,5,28
NYJ,2014,15,61,293,2,1,1,16
NYJ,2014,16,61,326,1,1,3,16
NYJ,2014,17,62,500,4,4,3,37
NYJ,2015,1,59,334,4,4,1,31
NYJ,2015,2,62,345,2,2,2,20
NYJ,2015,3,75,330,3,2,1,23
NYJ,2015,4,68,429,3,3,2,27
NYJ,2015,6,65,476,5,4,2,40
NYJ,2015,7,70,384,2,2,3,23
NYJ,2015,8,71,385,2,2,2,20
NYJ,2015,9,61,302,4,4,0,28
NYJ,2015,10,59,321,3,2,1,23
NYJ,2015,11,62,287,2,2,1,17
NYJ,2015,12,71,415,5,5,1,38
NYJ,2015,13,77,480,3,2,3,29
NYJ,2015,14,71,446,3,3,3,30
NYJ,2015,15,66,373,2,1,2,19
NYJ,2015,16,69,439,4,2,2,32
NYJ,2015,17,55,303,2,2,1,17
NYJ,2016,1,66,341,2,1,3,22
NYJ,2016,2,70,498,5,4,3,43
NYJ,2016,3,66,305,2,0,1,15
NYJ,2016,4,65,319,2,2,1,17
NYJ,2016,5,58,327,1,1,2,13
NYJ,2016,6,52,238,0,0,1,3
NYJ,2016,7,65,371,4,3,1,30
NYJ,2016,8,70,399,4,4,1,31
NYJ,2016,9,53,345,2,2,3,23
NYJ,2016,10,58,302,1,0,0,6
NYJ,2016,12,55,334,2,2,1,17
NYJ,2016,13,51,253,1,1,1,10
NYJ,2016,14,82,445,2,0,3,21
NYJ,2016,15,72,382,2,1,2,19
NYJ,2016,16,55,247,0,0,1,3
NYJ,2016,17,60,337,2,3,3,24
NYJ,2017,1,55,226,1,0,2,12
NYJ,2017,2,52,293,2,2,2,20
NYJ,2017,3,58,353,2,2,2,20
NYJ,2017,4,68,511,3,2,3,29
NYJ,2017,5,48,231,2,2,1,17
NYJ,2017,6,73,429,2,2,1,17
NYJ,2017,7,51,302,4,4,0,28
NYJ,2017,8,57,300,2,2,2,20
NYJ,2017,9,59,337,4,4,2,34
NYJ,2017,10,64,318,1,1,1,10
NYJ,2017,12,63,416,5,3,2,39
NYJ,2017,13,84,490,4,3,3,36
NYJ,2017,15,69,303,2,1,2,19
NYJ,2017,16,61,316,1,1,0,7
NYJ,2017,17,58,273,0,0,2,6
NYJ,2018,1,54,374,5,6,2,42
NYJ,2018,2,63,376,1,0,2,12
NYJ,2018,3,63,276,2,2,1,17
NYJ,2018,4,52,201,1,0,2,12
NYJ,2018,5,60,522,4,4,2,34
NYJ,2018,6,64,390,2,3,7,36
NYJ,2018,7,69,277,2,2,1,17
NYJ,2018,8,54,210,1,1,1,10
NYJ,2018,9,64,309,1,0,2,12
NYJ,2018,10,55,218,1,1,1,10
NYJ,2018,12,61,350,1,1,2,13
NYJ,2018,13,65,284,0,1,5,16
NYJ,2018,14,50,247,3,3,2,27
NYJ,2018,15,72,343,3,1,1,22
NYJ,2018,16,57,388,5,5,1,38
NYJ,2018,17,55,271,1,0,1,9
NYJ,2019,1,67,243,1,0,0,6
NYJ,2019,2,59,294,0,0,1,3
NYJ,2019,3,47,134,1,2,0,8
NYJ,2019,5,56,187,3,0,0,18
NYJ,2019,6,51,398,3,3,1,24
NYJ,2019,8,52,265,2,1,0,13
NYJ,2019,9,62,343,1,1,3,16
NYJ,2019,10,60,307,3,4,2,28
NYJ,2019,11,64,411,5,4,0,34
NYJ,2019,12,59,404,3,4,2,28
NYJ,2019,13,69,301,0,0,2,6
NYJ,2019,14,67,383,2,1,3,22
NYJ,2019,15,58,321,2,1,0,13
NYJ,2019,16,59,269,1,1,3,16
NYJ,2019,17,63,287,1,1,2,13
NYJ,2020,1,51,267,2,2,1,17
NYJ,2020,2,61,284,1,1,2,13
NYJ,2020,3,60,277,3,1,0,19
NYJ,2020,4,75,375,1,1,5,22
NYJ,2020,5,64,318,1,1,1,10
NYJ,2020,7,51,220,1,1,1,10
NYJ,2020,8,55,226,0,0,3,9
NYJ,2020,9,44,327,3,3,2,27
NYJ,2020,11,55,301,5,2,0,32
NYJ,2020,12,53,284,0,0,1,3
NYJ,2020,13,61,392,4,2,0,26
NYJ,2020,14,52,201,0,0,1,3
NYJ,2020,15,61,303,2,2,3,23
NYJ,2020,16,66,352,3,2,1,23
NYJ,2020,17,62,377,2,2,0,14
NYJ,2021,1,62,303,2,0,0,12
NYJ,2021,2,67,363,0,0,2,6
NYJ,2021,4,59,364,3,3,2,27
NYJ,2021,5,53,256,2,0,2,18
NYJ,2021,7,62,315,2,1,0,13
NYJ,2021,8,77,523,4,2,2,32
NYJ,2021,9,75,501,4,3,1,30
NYJ,2021,10,70,368,2,2,1,17
NYJ,2021,11,59,393,2,2,1,17
NYJ,2021,12,62,303,2,1,2,19
NYJ,2021,13,56,297,3,0,0,18
NYJ,2021,14,62,280,0,0,3,9
NYJ,2021,15,54,272,2,3,1,18
NYJ,2021,16,59,375,3,2,2,26
NYJ,2021,17,60,384,3,3,1,24
NYJ,2021,18,46,135,1,1,1,10
NYJ,2022,1,79,392,1,0,1,9
NYJ,2022,2,66,418,4,4,1,31
NYJ,2022,3,76,361,0,0,4,12
NYJ,2022,4,67,352,3,3,1,24
NYJ,2022,5,53,348,5,5,1,38
NYJ,2022,6,50,292,2,3,2,21
NYJ,2022,7,52,277,1,1,3,16
NYJ,2022,8,58,406,2,2,1,17
NYJ,2022,9,60,329,2,2,2,20
NYJ,2022,11,49,136,1,0,1,9
NYJ,2022,12,60,474,4,4,1,31
NYJ,2022,13,83,489,1,1,5,22
NYJ,2022,14,73,345,1,1,1,10
NYJ,2022,15,61,367,3,2,1,23
NYJ,2022,16,56,248,0,0,1,3
NYJ,2022,17,67,315,0,0,2,6
NYJ,2022,18,53,187,0,0,2,6
NYJ,2023,1,51,314,1,1,3,16
NYJ,2023,2,45,234,1,1,1,10
NYJ,2023,3,60,195,1,1,1,10
NYJ,2023,4,58,353,2,1,1,16
NYJ,2023,5,62,433,1,2,5,23
NYJ,2023,6,58,277,1,0,4,18
NYJ,2023,8,61,298,1,1,2,13
NYJ,2023,9,77,327,1,0,2,12
NYJ,2023,10,63,371,0,0,4,12
NYJ,2023,11,55,195,1,0,0,6
NYJ,2023,12,55,208,2,1,0,13
NYJ,2023,13,67,276,0,0,2,6
NYJ,2023,14,65,381,3,3,3,30
NYJ,2023,16,85,381,3,3,3,30
NYJ,2023,17,68,368,2,2,2,20
NYJ,2023,18,64,255,1,0,3,15
PHI,2012,1,85,471,3,2,1,23
PHI,2012,2,73,502,3,3,1,24
PHI,2012,3,63,330,1,0,2,12
PHI,2012,4,67,433,1,1,4,19
PHI,2012,5,56,253,2,2,0,14
PHI,2012,6,77,382,2,2,3,23
PHI,2012,8,62,283,2,2,1,17
PHI,2012,9,76,493,2,1,2,19
PHI,2012,10,65,380,6,2,1,41
PHI,2012,11,71,284,0,0,2,6
PHI,2012,12,49,323,2,1,3,22
PHI,2012,13,62,434,4,3,2,33
PHI,2012,14,73,410,3,2,1,23
PHI,2012,15,53,222,2,1,2,19
PHI,2012,16,75,435,2,2,2,20
PHI,2012,17,65,321,1,1,0,7
PHI,2013,1,75,467,5,4,1,37
PHI,2013,2,58,528,3,3,3,30
PHI,2013,3,64,465,3,1,1,22
PHI,2013,4,68,464,3,2,2,26
PHI,2013,5,75,444,3,3,5,36
PHI,2013,6,64,439,4,4,1,31
PHI,2013,7,75,293,0,0,1,3
PHI,2013,8,58,236,0,1,0,1
PHI,2013,9,55,527,7,7,0,49
PHI,2013,10,55,435,3,3,2,27
PHI,2013,11,61,425,3,3,1,24
PHI,2013,13,70,346,3,3,1,24
PHI,2013,14,71,480,6,0,0,36
PHI,2013,15,67,507,3,1,3,28
PHI,2013,16,61,521,6,7,1,46
PHI,2013,17,63,405,3,3,1,24
PHI,2014,1,81,467,3,4,2,28
PHI,2014,2,64,458,3,3,3,30
PHI,2014,3,64,381,4,4,3,37
PHI,2014,4,56,217,0,3,0,3
PHI,2014,5,69,353,2,4,2,22
PHI,2014,6,71,451,3,3,2,27
PHI,2014,8,87,521,2,2,2,20
PHI,2014,9,77,518,5,4,1,37
PHI,2014,10,58,370,4,6,1,33
PHI,2014,11,78,455,5,2,2,38
PHI,2014,12,80,473,4,4,5,43
PHI,2014,13,73,474,3,3,4,33
PHI,2014,14,45,153,2,2,0,14
PHI,2014,15,53,327,3,3,2,27
PHI,2014,16,84,508,3,3,1,24
PHI,2014,17,69,459,3,4,2,28
PHI,2015,1,68,399,3,3,1,24
PHI,2015,2,55,231,2,1,1,16
PHI,2015,3,64,243,2,3,1,18
PHI,2015,4,51,357,3,2,0,20
PHI,2015,5,79,519,4,3,4,39
PHI,2015,6,73,441,2,3,2,21
PHI,2015,7,81,382,1,1,3,16
PHI,2015,9,71,468,3,3,2,27
PHI,2015,10,87,475,2,2,1,17
PHI,2015,11,72,397,3,2,1,23
PHI,2015,12,57,268,2,2,0,14
PHI,2015,13,57,249,2,5,0,17
PHI,2015,14,71,365,2,2,3,23
PHI,2015,15,63,435,3,2,1,23
PHI,2015,16,77,425,4,3,1,30
PHI,2015,17,63,442,4,5,0,29
PHI,2016,1,73,411,3,3,2,27
PHI,2016,2,64,296,4,2,3,35
PHI,2016,3,61,426,4,4,2,34
PHI,2016,5,57,354,2,2,3,23
PHI,2016,6,47,274,1,2,2,14
PHI,2016,7,54,240,2,1,2,19
PHI,2016,8,71,299,2,2,3,23
PHI,2016,9,74,460,2,2,3,23
PHI,2016,10,74,442,2,1,3,22
PHI,2016,11,74,331,2,1,0,13
PHI,2016,12,58,335,1,1,2,13
PHI,2016,13,79,362,2,2,0,14
PHI,2016,14,77,409,1,1,3,16
PHI,2016,15,82,340,2,0,4,24
PHI,2016,16,53,287,2,3,1,18
PHI,2016,17,75,359,3,3,2,27
PHI,2017,1,65,366,3,1,3,28
PHI,2017,2,69,440,2,2,2,20
PHI,2017,3,72,369,3,3,2,27
PHI,2017,4,72,458,2,2,4,26
PHI,2017,5,62,428,4,4,2,34
PHI,2017,6,59,325,3,2,2,26
PHI,2017,7,60,396,4,4,2,34
PHI,2017,8,65,325,3,1,2,25
PHI,2017,9,66,432,8,6,1,57
PHI,2017,11,59,386,4,1,0,25
PHI,2017,12,70,427,4,4,1,31
PHI,2017,13,74,446,1,1,1,10
PHI,2017,14,86,472,5,4,3,43
PHI,2017,15,65,346,4,4,2,34
PHI,2017,16,62,241,1,1,2,13
PHI,2018,1,64,246,2,1,1,16
PHI,2018,2,74,425,3,3,0,21
PHI,2018,3,77,407,2,2,2,20
PHI,2018,4,76,465,2,2,3,23
PHI,2018,5,55,392,3,1,2,25
PHI,2018,6,68,386,4,4,2,34
PHI,2018,7,65,368,2,2,1,17
PHI,2018,8,59,422,3,3,1,24
PHI,2018,10,61,431,2,2,2,20
PHI,2018,11,48,214,1,1,0,7
PHI,2018,12,61,364,2,0,3,21
PHI,2018,13,69,440,3,2,2,26
PHI,2018,14,48,262,3,2,1,23
PHI,2018,15,61,381,3,3,3,30
PHI,2018,16,73,528,4,2,2,32
PHI,2018,17,69,374,3,3,1,24
PHI,2019,1,71,437,4,3,1,30
PHI,2019,2,74,304,2,0,2,18
PHI,2019,3,69,386,3,3,1,24
PHI,2019,4,59,338,5,4,0,34
PHI,2019,5,57,275,2,4,1,19
PHI,2019,6,65,414,2,2,2,20
PHI,2019,7,57,306,1,1,1,10
PHI,2019,8,65,394,4,2,1,29
PHI,2019,9,77,386,2,1,3,22
PHI,2019,11,65,295,1,1,1,10
PHI,2019,12,72,362,1,0,1,9
PHI,2019,13,67,402,3,2,3,29
PHI,2019,14,85,443,3,2,1,23
PHI,2019,15,73,423,4,4,1,31
PHI,2019,16,70,438,2,2,1,17
PHI,2019,17,72,410,4,4,2,34
PHI,2020,1,67,327,2,2,1,17
PHI,2020,2,70,363,2,1,2,19
PHI,2020,3,86,397,2,2,3,23
PHI,2020,4,60,286,2,2,1,17
PHI,2020,5,58,370,4,3,0,27
PHI,2020,6,68,407,4,0,0,24
PHI,2020,7,73,456,3,1,1,22
PHI,2020,8,59,252,2,1,0,13
PHI,2020,10,65,364,2,0,1,15
PHI,2020,11,65,341,3,2,1,23
PHI,2020,12,66,291,2,0,1,15
PHI,2020,13,59,305,1,1,1,10
PHI,2020,14,62,417,3,3,1,24
PHI,2020,15,81,455,4,2,0,26
PHI,2020,16,71,493,2,2,1,17
PHI,2020,17,65,237,2,2,0,14
PHI,2021,1,67,437,4,3,1,30
PHI,2021,2,55,342,1,0,1,9
PHI,2021,3,53,390,3,3,0,21
PHI,2021,4,70,490,3,3,3,30
PHI,2021,5,60,291,2,1,2,19
PHI,2021,6,48,215,3,2,0,20
PHI,2021,7,68,372,3,2,0,20
PHI,2021,8,61,351,4,5,3,38
PHI,2021,9,57,338,3,3,1,24
PHI,2021,10,61,397,2,3,3,24
PHI,2021,11,75,391,3,4,4,34
PHI,2021,12,64,337,1,1,0,7
PHI,2021,13,68,427,3,3,4,33
PHI,2021,15,70,534,3,3,2,27
PHI,2021,16,60,329,3,4,2,28
PHI,2021,17,60,333,2,2,2,20
PHI,2021,18,70,338,3,2,2,26
PHI,2022,1,71,460,4,5,1,32
PHI,2022,2,68,496,3,3,1,24
PHI,2022,3,66,415,3,3,1,24
PHI,2022,4,75,417,5,2,1,35
PHI,2022,5,70,379,2,2,2,20
PHI,2022,6,67,293,3,2,2,26
PHI,2022,8,52,420,5,5,0,35
PHI,2022,9,61,388,4,3,0,27
PHI,2022,10,47,269,4,3,0,27
PHI,2022,11,59,333,2,2,1,17
PHI,2022,12,78,517,5,4,2,40
PHI,2022,13,67,458,5,5,0,35
PHI,2022,14,65,471,6,6,2,48
PHI,2022,15,70,429,3,2,1,23
PHI,2022,16,68,442,3,4,2,28
PHI,2022,17,53,341,2,1,1,16
PHI,2022,18,68,368,1,1,5,22
PHI,2023,1,60,268,1,1,4,19
PHI,2023,2,75,452,4,4,2,34
PHI,2023,3,78,478,2,2,3,23
PHI,2023,4,68,423,3,2,4,32
PHI,2023,5,78,462,2,2,3,23
PHI,2023,6,69,360,2,2,0,14
PHI,2023,7,65,382,5,4,1,37
PHI,2023,8,60,379,5,5,1,38
PHI,2023,9,59,316,4,4,0,28
PHI,2023,11,51,267,3,3,0,21
PHI,2023,12,64,386,5,4,1,37
PHI,2023,13,70,360,2,1,2,19
PHI,2023,14,52,331,0,1,2,7
PHI,2023,15,69,321,2,2,1,17
PHI,2023,16,74,471,4,3,4,39
PHI,2023,17,47,275,3,4,1,25
PHI,2023,18,65,336,1,1,1,10
PIT,2012,1,71,320,3,1,2,25
PIT,2012,2,62,341,3,3,2,27
PIT,2012,3,68,438,4,4,1,31
PIT,2012,5,67,343,1,1,3,16
PIT,2012,6,63,419,2,2,3,23
PIT,2012,7,70,446,2,1,3,22
PIT,2012,8,61,362,3,3,2,27
PIT,2012,9,65,380,4,3,1,30
PIT,2012,10,62,252,1,1,3,16
PIT,2012,11,69,333,2,1,1,16
PIT,2012,12,55,248,1,2,0,8
PIT,2012,13,65,372,2,2,3,23
PIT,2012,14,60,354,4,3,1,30
PIT,2012,15,60,409,3,3,1,24
PIT,2012,16,62,316,2,1,1,16
PIT,2012,17,51,227,3,3,1,24
PIT,2013,1,53,222,1,1,0,7
PIT,2013,2,54,295,1,1,1,10
PIT,2013,3,65,486,4,2,3,35
PIT,2013,4,74,460,3,3,2,27
PIT,2013,6,61,352,1,1,4,19
PIT,2013,7,54,302,1,1,4,19
PIT,2013,8,69,310,2,1,1,16
PIT,2013,9,72,509,4,4,1,31
PIT,2013,10,67,340,2,2,3,23
PIT,2013,11,69,411,4,4,3,37
PIT,2013,12,65,305,2,3,2,21
PIT,2013,13,63,329,3,2,0,20
PIT,2013,14,63,433,3,4,0,22
PIT,2013,15,62,297,2,3,3,24
PIT,2013,16,59,348,4,5,1,32
PIT,2013,17,59,302,2,2,2,20
PIT,2014,1,64,517,3,3,3,30
PIT,2014,2,57,316,0,0,2,6
PIT,2014,3,62,462,4,4,3,37
PIT,2014,4,72,416,3,3,1,24
PIT,2014,5,65,386,1,2,1,11
PIT,2014,6,76,366,1,1,1,10
PIT,2014,7,59,346,3,3,3,30
PIT,2014,8,81,639,6,7,0,43
PIT,2014,9,66,395,6,5,0,41
PIT,2014,10,60,379,1,1,2,13
PIT,2014,11,71,415,2,3,2,21
PIT,2014,13,83,538,3,1,3,28
PIT,2014,14,69,544,5,4,2,40
PIT,2014,15,55,407,2,3,2,21
PIT,2014,16,48,292,2,2,2,20
PIT,2014,17,56,347,2,3,2,21
PIT,2015,1,67,485,2,1,2,19
PIT,2015,2,50,457,6,3,0,39
PIT,2015,3,56,294,1,0,2,12
PIT,2015,4,62,292,2,2,2,20
PIT,2015,5,55,358,2,3,1,18
PIT,2015,6,53,316,2,1,4,25
PIT,2015,7,54,358,1,1,2,13
PIT,2015,8,67,378,1,1,1,10
PIT,2015,9,82,608,4,3,3,36
PIT,2015,10,58,464,3,1,3,28
PIT,2015,12,76,549,3,1,3,28
PIT,2015,13,70,523,4,4,3,37
PIT,2015,14,67,367,2,3,4,27
PIT,2015,15,71,406,4,4,2,34
PIT,2015,16,57,330,2,2,1,17
PIT,2015,17,54,381,3,2,2,26
PIT,2016,1,67,449,5,5,1,38
PIT,2016,2,74,383,3,3,1,24
PIT,2016,3,58,286,0,0,1,3
PIT,2016,4,54,450,6,5,0,41
PIT,2016,5,70,443,4,4,1,31
PIT,2016,6,53,318,2,1,0,13
PIT,2016,7,68,375,1,1,3,16
PIT,2016,9,64,301,3,2,0,20
PIT,2016,10,70,456,4,0,2,30
PIT,2016,11,65,313,1,1,3,16
PIT,2016,12,50,369,4,4,0,28
PIT,2016,13,69,407,2,1,3,22
PIT,2016,14,70,462,3,3,2,27
PIT,2016,15,63,388,1,0,6,24
PIT,2016,16,52,407,4,4,1,31
PIT,2016,17,69,346,4,3,0,27
PIT,2017,1,51,306,2,3,0,15
PIT,2017,2,67,347,2,2,4,26
PIT,2017,3,59,305,2,2,1,17
PIT,2017,4,73,390,3,2,2,26
PIT,2017,5,76,382,2,0,3,21
PIT,2017,6,61,448,2,2,1,17
PIT,2017,7,65,423,2,2,5,29
PIT,2017,8,57,394,2,2,2,20
PIT,2017,10,63,324,2,0,2,18
PIT,2017,11,65,367,4,4,4,40
PIT,2017,12,71,472,4,2,1,29
PIT,2017,13,63,382,2,2,3,23
PIT,2017,14,84,565,4,3,4,39
PIT,2017,15,63,424,3,3,1,24
PIT,2017,16,55,332,4,4,2,34
PIT,2017,17,57,369,4,4,0,28
PIT,2018,1,79,495,3,3,0,21
PIT,2018,2,75,485,5,3,0,33
PIT,2018,3,60,434,3,3,1,24
PIT,2018,4,59,294,1,0,2,12
PIT,2018,5,57,384,5,5,0,35
PIT,2018,6,67,482,3,2,2,26
PIT,2018,8,67,426,4,4,1,31
PIT,2018,9,76,405,3,2,1,23
PIT,2018,10,57,464,6,7,1,46
PIT,2018,11,59,340,3,2,0,20
PIT,2018,12,76,539,2,2,1,17
PIT,2018,13,63,346,5,3,1,36
PIT,2018,14,58,346,3,3,0,21
PIT,2018,15,59,396,2,2,1,17
PIT,2018,16,70,446,3,2,2,26
PIT,2018,17,64,354,2,1,3,22
PIT,2019,1,61,308,0,0,1,3
PIT,2019,2,52,268,3,2,2,26
PIT,2019,3,51,253,2,2,2,20
PIT,2019,4,53,329,3,3,2,27
PIT,2019,5,50,281,2,2,3,23
PIT,2019,6,56,256,2,3,1,18
PIT,2019,8,67,409,3,3,2,27
PIT,2019,9,59,283,1,2,4,20
PIT,2019,10,67,285,2,2,1,17
PIT,2019,11,64,279,1,1,0,7
PIT,2019,12,65,367,1,1,3,16
PIT,2019,13,52,339,2,2,2,20
PIT,2019,14,56,293,1,2,3,17
PIT,2019,15,56,253,1,1,1,10
PIT,2019,16,66,288,1,1,1,10
PIT,2019,17,49,187,2,1,1,16
PIT,2020,1,63,372,3,2,2,26
PIT,2020,2,62,422,3,3,1,24
PIT,2020,3,73,411,3,2,2,26
PIT,2020,5,65,377,5,5,1,38
PIT,2020,6,58,301,4,5,1,32
PIT,2020,7,73,363,3,3,2,27
PIT,2020,8,50,230,3,4,0,22
PIT,2020,9,64,355,3,0,2,24
PIT,2020,10,67,377,4,3,3,36
PIT,2020,11,70,377,3,3,2,27
PIT,2020,12,70,335,1,1,2,13
PIT,2020,13,67,326,2,2,1,17
PIT,2020,14,56,234,3,1,0,19
PIT,2020,15,61,257,2,2,1,17
PIT,2020,16,62,364,4,4,0,28
PIT,2020,17,66,402,2,1,3,22
PIT,2021,1,52,266,1,2,3,17
PIT,2021,2,56,334,2,2,1,17
PIT,2021,3,77,363,1,1,1,10
PIT,2021,4,58,294,2,2,1,17
PIT,2021,5,60,401,3,3,2,27
PIT,2021,6,70,348,2,2,3,23
PIT,2021,8,70,381,2,0,1,15
PIT,2021,9,64,311,3,2,3,29
PIT,2021,10,80,388,1,1,3,16
PIT,2021,11,65,328,4,4,3,37
PIT,2021,12,59,314,2,1,1,16
PIT,2021,13,57,322,2,0,2,18
PIT,2021,14,70,414,4,2,0,26
PIT,2021,15,44,184,1,1,4,19
PIT,2021,16,69,324,1,1,1,10
PIT,2021,17,78,314,2,2,4,26
PIT,2021,18,72,327,1,1,3,16
PIT,2022,1,59,270,1,2,3,17
PIT,2022,2,59,259,1,0,2,12
PIT,2022,3,55,311,3,2,1,23
PIT,2022,4,60,323,2,2,2,20
PIT,2022,5,72,381,0,0,1,3
PIT,2022,6,59,291,2,2,2,20
PIT,2022,7,68,352,1,1,1,10
PIT,2022,8,70,340,1,1,2,13
PIT,2022,10,78,418,2,2,2,20
PIT,2022,11,68,367,3,3,3,30
PIT,2022,12,67,348,2,1,3,22
PIT,2022,13,64,352,1,1,4,19
PIT,2022,14,53,341,2,2,0,14
PIT,2022,15,67,336,3,3,1,24
PIT,2022,16,66,350,1,1,2,13
PIT,2022,17,68,368,1,1,3,16
PIT,2022,18,68,339,3,2,2,26
PIT,2023,1,60,273,1,1,0,7
PIT,2023,2,51,280,1,2,2,14
PIT,2023,3,59,341,2,2,3,23
PIT,2023,4,56,246,0,0,2,6
PIT,2023,5,61,319,1,0,3,15
PIT,2023,7,52,322,3,3,1,24
PIT,2023,8,63,281,1,1,1,10
PIT,2023,9,59,327,2,2,2,20
PIT,2023,10,60,331,2,2,3,23
PIT,2023,11,56,279,1,1,1,10
PIT,2023,12,65,434,1,1,3,16
PIT,2023,13,57,318,1,1,1,10
PIT,2023,14,66,273,2,1,1,16
PIT,2023,15,54,246,2,1,0,13
PIT,2023,16,58,403,4,4,2,34
PIT,2023,17,70,477,3,3,3,30
PIT,2023,18,61,308,2,2,1,17
SEA,2012,1,70,268,1,1,3,16
SEA,2012,2,63,333,2,3,2,21
SEA,2012,3,51,257,2,2,0,14
SEA,2012,4,61,339,1,1,2,13
SEA,2012,5,61,320,2,1,3,22
SEA,2012,6,53,380,3,3,1,24
SEA,2012,7,53,259,0,0,2,6
SEA,2012,8,54,369,3,3,1,24
SEA,2012,9,70,395,4,3,1,30
SEA,2012,10,65,388,5,4,0,34
SEA,2012,12,56,320,3,3,0,21
SEA,2012,13,71,469,3,2,1,23
SEA,2012,14,64,502,6,7,3,52
SEA,2012,15,57,475,5,5,3,44
SEA,2012,16,58,351,5,6,0,36
SEA,2012,17,53,405,2,2,2,20
SEA,2013,1,59,393,1,0,2,12
SEA,2013,2,68,317,3,3,2,27
SEA,2013,3,65,490,6,6,1,45
SEA,2013,4,57,303,1,2,3,17
SEA,2013,5,67,428,3,2,5,35
SEA,2013,6,62,411,3,2,2,26
SEA,2013,7,63,371,4,4,2,34
SEA,2013,8,40,183,2,2,0,14
SEA,2013,9,60,418,3,3,2,27
SEA,2013,10,69,498,3,3,4,33
SEA,2013,11,48,330,4,5,2,35
SEA,2013,13,68,438,3,4,2,28
SEA,2013,14,50,285,2,2,1,17
SEA,2013,15,67,356,2,2,3,23
SEA,2013,16,51,211,1,1,1,10
SEA,2013,17,60,286,2,3,2,21
SEA,2014,1,63,401,4,4,2,34
SEA,2014,2,40,310,3,3,0,21
SEA,2014,3,74,405,3,2,2,26
SEA,2014,5,63,426,3,3,2,27
SEA,2014,6,48,206,1,2,3,17
SEA,2014,7,69,484,4,2,2,32
SEA,2014,8,58,319,1,1,2,13
SEA,2014,9,71,331,3,3,3,30
SEA,2014,10,62,524,5,5,1,38
SEA,2014,11,71,382,2,2,2,20
SEA,2014,12,56,337,1,1,4,19
SEA,2014,13,60,393,1,1,4,19
SEA,2014,14,83,453,3,3,1,24
SEA,2014,15,59,322,2,2,1,17
SEA,2014,16,66,606,5,5,0,35
SEA,2014,17,59,375,1,2,2,14
SEA,2015,1,79,376,2,2,3,23
SEA,2015,2,56,325,2,2,1,17
SEA,2015,3,61,396,2,2,4,26
SEA,2015,4,60,401,2,1,2,19
SEA,2015,5,57,413,2,3,1,18
SEA,2015,6,60,356,2,2,3,23
SEA,2015,7,67,414,2,2,2,20
SEA,2015,8,60,324,1,1,2,13
